"Pathway","KO","protein_id","gene","product","Description"
"map00860","K00798","WP_205250854.1","QSJ49_RS07620","cob(I)yrinic acid a-2Cc-diamide adenosyltransferase","Porphyrin metabolism"
"map00860","K22225","WP_205250952.1","QSJ49_RS08520","Lrp/AsnC family transcriptional regulator","Porphyrin metabolism"
"map00860","K03795","WP_205250857.1","QSJ49_RS07680","CbiX/SirB N-terminal domain-containing protein","Porphyrin metabolism"
"map00860","K02257","WP_010902456.1","QSJ49_RS04105","heme o synthase","Porphyrin metabolism"
"map00860","K01698","WP_136361622.1","QSJ49_RS00250","porphobilinogen synthase","Porphyrin metabolism"
"map00860","K02232","WP_205250865.1","QSJ49_RS07735","cobyric acid synthase","Porphyrin metabolism"
"map00860","K02303","WP_338416966.1","QSJ49_RS00280","uroporphyrinogen-III C-methyltransferase","Porphyrin metabolism"
"map00860","K22226","WP_010902854.1","QSJ49_RS06155","TIGR04347 family pseudo-SAM/SPASM protein","Porphyrin metabolism"
"map00860","K01885","WP_285271116.1","QSJ49_RS06025","glutamate--tRNA ligase","Porphyrin metabolism"
"map00860","K19712","WP_197535909.1","QSJ49_RS07755","NTP transferase domain-containing protein","Porphyrin metabolism"
"map00860","K22227","WP_338416905.1","QSJ49_RS06165","radical SAM protein","Porphyrin metabolism"
"map00860","K04720","WP_338416946.1","QSJ49_RS07760","threonine-phosphate decarboxylase CobD","Porphyrin metabolism"
"map00860","K03399","WP_205250862.1","QSJ49_RS07710","cobalt-precorrin-7 (C(5))-methyltransferase","Porphyrin metabolism"
"map00860","K01845","WP_235157184.1","QSJ49_RS00260","glutamate-1-semialdehyde 2-2C1-aminomutase","Porphyrin metabolism"
"map00860","K06042","WP_205250861.1","QSJ49_RS07705","precorrin-8X methylmutase","Porphyrin metabolism"
"map00860","K03404","WP_205250859.1","QSJ49_RS07695","VWA domain-containing protein","Porphyrin metabolism"
"map00860","K02189","WP_136361491.1","QSJ49_RS07655","cobalt-precorrin 5A hydrolase","Porphyrin metabolism"
"map00860","K02227","WP_205250867.1","QSJ49_RS07745","cobalamin biosynthesis protein","Porphyrin metabolism"
"map00860","K02224","WP_205251895.1","QSJ49_RS07725","cobyrinic acid a-2Cc-diamide synthase","Porphyrin metabolism"
"map00860","K01749","WP_338416965.1","QSJ49_RS00275","hydroxymethylbilane synthase","Porphyrin metabolism"
"map00860","K02230","WP_205250860.1","QSJ49_RS07700","cobaltochelatase subunit CobN","Porphyrin metabolism"
"map00860","K03394","WP_010903132.1","QSJ49_RS07645","cobalt-factor II C(20)-methyltransferase","Porphyrin metabolism"
"map00860","K05936","WP_010903133.1","QSJ49_RS07650","cobalt-precorrin-4/precorrin-4 C(11)-methyltransferase","Porphyrin metabolism"
"map00860","K02233","WP_205250868.1","QSJ49_RS07750","adenosylcobinamide-GDP ribazoletransferase","Porphyrin metabolism"
"map00900","K00869","WP_010902824.1","QSJ49_RS06000","mevalonate kinase","Terpenoid backbone biosynthesis"
"map00900","K00806","WP_012289377.1","QSJ49_RS08535","undecaprenyl diphosphate synthase family protein","Terpenoid backbone biosynthesis"
"map00900","K06981","WP_136361402.1","QSJ49_RS06005","isopentenyl phosphate kinase","Terpenoid backbone biosynthesis"
"map00900","K00626","WP_205251599.1","QSJ49_RS04155","thiolase domain-containing protein","Terpenoid backbone biosynthesis"
"map00900","K01823","WP_205250968.1","QSJ49_RS08675","NUDIX domain-containing protein","Terpenoid backbone biosynthesis"
"map00900","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Terpenoid backbone biosynthesis"
"map00900","K17942","WP_205251563.1","QSJ49_RS03815","phosphomevalonate decarboxylase MvaD","Terpenoid backbone biosynthesis"
"map00900","K00021","WP_010903374.1","QSJ49_RS08905","hydroxymethylglutaryl-CoA reductase (NADPH)","Terpenoid backbone biosynthesis"
"map00900","K15888","WP_010903300.1","QSJ49_RS08530","polyprenyl diphosphate synthase","Terpenoid backbone biosynthesis"
"map00900","K01641","WP_285253456.1","QSJ49_RS07865","hydroxymethylglutaryl-CoA synthase","Terpenoid backbone biosynthesis"
"map00900","K13787","WP_010902827.1","QSJ49_RS06015","polyprenyl synthetase family protein","Terpenoid backbone biosynthesis"
"map00900","K06013","WP_205251440.1","QSJ49_RS02780","M48 family metallopeptidase","Terpenoid backbone biosynthesis"
"map00906","K20616","WP_010903229.1","QSJ49_RS08135","prenyltransferase","Carotenoid biosynthesis"
"map00906","K02291","WP_010903227.1","QSJ49_RS08125","phytoene/squalene synthase family protein","Carotenoid biosynthesis"
"map00906","K20611","WP_205250939.1","QSJ49_RS08420","phytoene desaturase family protein","Carotenoid biosynthesis"
"map00906","K02291","WP_205250816.1","QSJ49_RS07250","phytoene/squalene synthase family protein","Carotenoid biosynthesis"
"map00906","K08977","WP_205250917.1","QSJ49_RS08130","bisanhydrobacterioruberin hydratase","Carotenoid biosynthesis"
"map00907","K00632","WP_205251081.1","QSJ49_RS09650","thiolase family protein","Pinene, camphor and geraniol degradation"
"map00909","K00801","WP_205251602.1","QSJ49_RS04170","phytoene/squalene synthase family protein","Sesquiterpenoid and triterpenoid biosynthesis"
"map00910","K00261","WP_205251581.1","QSJ49_RS03955","NADP-specific glutamate dehydrogenase GdhA1","Nitrogen metabolism"
"map00910","K01915","WP_205251098.1","QSJ49_RS09770","type I glutamate--ammonia ligase","Nitrogen metabolism"
"map00910","K00261","WP_205251375.1","QSJ49_RS02170","glutamate dehydrogenase GdhB","Nitrogen metabolism"
"map00910","K00261","WP_010902870.1","QSJ49_RS06235","glutamate dehydrogenase GdhA2","Nitrogen metabolism"
"map00910","K01673","WP_205251655.1","QSJ49_RS04805","carbonic anhydrase","Nitrogen metabolism"
"map00910","K00926","WP_205250656.1","QSJ49_RS11625","carbamate kinase","Nitrogen metabolism"
"map00920","K00390","WP_205251501.1","QSJ49_RS03265","phosphoadenosine phosphosulfate reductase family protein","Sulfur metabolism"
"map00920","K01738","WP_012289191.1","QSJ49_RS03880","PLP-dependent cysteine synthase family protein","Sulfur metabolism"
"map00920","K00184","WP_010902581.1","QSJ49_RS04750","sulfate reduction electron transfer complex DsrMKJOP subunit DsrO","Sulfur metabolism"
"map00920","K07306","WP_205251647.1","QSJ49_RS04745","molybdopterin-dependent oxidoreductase","Sulfur metabolism"
"map00920","K00640","WP_010903081.1","QSJ49_RS07350","serine O-acetyltransferase","Sulfur metabolism"
"map00920","K00641","WP_205251250.1","QSJ49_RS00645","homoserine O-acetyltransferase","Sulfur metabolism"
"map00920","K00185","WP_205251648.1","QSJ49_RS04755","NrfD/PsrC family molybdoenzyme membrane anchor subunit","Sulfur metabolism"
"map00920","K01738","WP_136361467.1","QSJ49_RS06625","PLP-dependent cysteine synthase family protein","Sulfur metabolism"
"map00920","K01011","WP_235157091.1","QSJ49_RS00540","sulfurtransferase","Sulfur metabolism"
"map00920","K16937","WP_010903802.1","QSJ49_RS00610","DoxX family protein","Sulfur metabolism"
"map00970","K01890","WP_010903870.1","QSJ49_RS00975","phenylalanine--tRNA ligase subunit beta","Aminoacyl-tRNA biosynthesis"
"map00970","K01870","WP_205251134.1","QSJ49_RS10205","isoleucine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01880","WP_235157146.1","QSJ49_RS00370","glycine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01869","WP_205251150.1","QSJ49_RS10330","leucine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K02435","WP_012289242.1","QSJ49_RS04905","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","Aminoacyl-tRNA biosynthesis"
"map00970","K09759","WP_010902296.1","QSJ49_RS03270","aspartate--tRNA(Asn) ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K04566","WP_205251064.1","QSJ49_RS09475","lysine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01881","WP_205251475.1","QSJ49_RS03045","proline--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01875","WP_205251085.1","QSJ49_RS09680","serine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01872","WP_205251172.1","QSJ49_RS00055","alanine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K02434","WP_205251448.1","QSJ49_RS02835","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","Aminoacyl-tRNA biosynthesis"
"map00970","K01892","WP_010903476.1","QSJ49_RS09435","histidine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01885","WP_285271116.1","QSJ49_RS06025","glutamate--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K09482","WP_205250982.1","QSJ49_RS08780","Glu-tRNA(Gln) amidotransferase subunit GatD","Aminoacyl-tRNA biosynthesis"
"map00970","K01887","WP_176705197.1","QSJ49_RS11640","arginine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01873","WP_010903904.1","QSJ49_RS01175","valine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01867","WP_010903639.1","QSJ49_RS10275","tryptophan--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01889","WP_205251272.1","QSJ49_RS00970","phenylalanine--tRNA ligase subunit alpha","Aminoacyl-tRNA biosynthesis"
"map00970","K03330","WP_285271553.1","QSJ49_RS06825","Glu-tRNA(Gln) amidotransferase subunit GatE","Aminoacyl-tRNA biosynthesis"
"map00970","K01866","WP_205251154.1","QSJ49_RS10380","tyrosine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01868","WP_205250978.1","QSJ49_RS08740","threonine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01883","WP_235158058.1","QSJ49_RS05810","cysteine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K01867","WP_205251153.1","QSJ49_RS10360","tryptophan--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00970","K02433","WP_235158000.1","QSJ49_RS04910","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA","Aminoacyl-tRNA biosynthesis"
"map00970","K01874","WP_205251438.1","QSJ49_RS02770","methionine--tRNA ligase","Aminoacyl-tRNA biosynthesis"
"map00999","K00014","WP_205251464.1","QSJ49_RS02965","shikimate dehydrogenase","Biosynthesis of various plant secondary metabolites"
"map00999","K00789","WP_285265534.1","QSJ49_RS06610","methionine adenosyltransferase","Biosynthesis of various plant secondary metabolites"
"map01100","K00135","WP_010902663.1","QSJ49_RS05165","aldehyde dehydrogenase family protein","Metabolic pathways"
"map01100","K01698","WP_136361622.1","QSJ49_RS00250","porphobilinogen synthase","Metabolic pathways"
"map01100","K00764","WP_205250827.1","QSJ49_RS07400","amidophosphoribosyltransferase","Metabolic pathways"
"map01100","K00012","WP_235158084.1","QSJ49_RS05585","UDP-glucose 6-dehydrogenase AglM","Metabolic pathways"
"map01100","K01092","WP_010903001.1","QSJ49_RS06925","inositol monophosphatase","Metabolic pathways"
"map01100","K00059","WP_285271477.1","QSJ49_RS06780","SDR family NAD(P)-dependent oxidoreductase","Metabolic pathways"
"map01100","K00425","WP_136361714.1","QSJ49_RS11225","cytochrome ubiquinol oxidase subunit I","Metabolic pathways"
"map01100","K02303","WP_338416966.1","QSJ49_RS00280","uroporphyrinogen-III C-methyltransferase","Metabolic pathways"
"map01100","K07732","WP_205251108.1","QSJ49_RS09915","DUF120 domain-containing protein","Metabolic pathways"
"map01100","K03795","WP_010902785.1","QSJ49_RS05790","CbiX/SirB N-terminal domain-containing protein","Metabolic pathways"
"map01100","K00826","WP_010903564.1","QSJ49_RS09895","branched-chain amino acid transaminase","Metabolic pathways"
"map01100","K05578","WP_010902438.1","QSJ49_RS04010","NADH-quinone oxidoreductase subunit J","Metabolic pathways"
"map01100","K19221","WP_235157612.1","QSJ49_RS07730","cob(I)yrinic acid a-2Cc-diamide adenosyltransferase","Metabolic pathways"
"map01100","K17942","WP_205251563.1","QSJ49_RS03815","phosphomevalonate decarboxylase MvaD","Metabolic pathways"
"map01100","K00175","WP_010902307.1","QSJ49_RS03325","2-oxoacid:ferredoxin oxidoreductase subunit beta","Metabolic pathways"
"map01100","K22225","WP_010903402.1","QSJ49_RS09040","Lrp/AsnC family transcriptional regulator","Metabolic pathways"
"map01100","K01897","WP_205251840.1","QSJ49_RS06770","long-chain fatty acid--CoA ligase","Metabolic pathways"
"map01100","K01803","WP_010902734.1","QSJ49_RS05510","triose-phosphate isomerase","Metabolic pathways"
"map01100","K13378","WP_010902435.1","QSJ49_RS03995","NADH-quinone oxidoreductase subunit D","Metabolic pathways"
"map01100","K16937","WP_010903802.1","QSJ49_RS00610","DoxX family protein","Metabolic pathways"
"map01100","K01251","WP_010903672.1","QSJ49_RS10440","adenosylhomocysteinase","Metabolic pathways"
"map01100","K02119","WP_205251113.1","QSJ49_RS09975","V-type ATP synthase subunit C","Metabolic pathways"
"map01100","K00602","WP_205251483.1","QSJ49_RS03090","formyltransferase family protein","Metabolic pathways"
"map01100","K24866","WP_205250951.1","QSJ49_RS08515","bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase","Metabolic pathways"
"map01100","K11263","WP_205250846.1","QSJ49_RS07545","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Metabolic pathways"
"map01100","K03752","WP_010902576.1","QSJ49_RS04725","molybdenum cofactor guanylyltransferase","Metabolic pathways"
"map01100","K01673","WP_205251655.1","QSJ49_RS04805","carbonic anhydrase","Metabolic pathways"
"map01100","K01814","WP_205251179.1","QSJ49_RS00105","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","Metabolic pathways"
"map01100","K00174","WP_012289282.1","QSJ49_RS05915","2-oxoacid:acceptor oxidoreductase subunit alpha","Metabolic pathways"
"map01100","K00526","WP_235218898.1","QSJ49_RS00500","ribonucleotide-diphosphate reductase subunit beta","Metabolic pathways"
"map01100","K02635","WP_010902392.1","QSJ49_RS03775","cytochrome bc complex cytochrome b subunit","Metabolic pathways"
"map01100","K00627","WP_010903647.1","QSJ49_RS10315","dihydrolipoamide acetyltransferase family protein","Metabolic pathways"
"map01100","K00005","WP_010904127.1","QSJ49_RS11770","glycerol dehydrogenase","Metabolic pathways"
"map01100","K00261","WP_205251581.1","QSJ49_RS03955","NADP-specific glutamate dehydrogenase GdhA1","Metabolic pathways"
"map01100","K01515","WP_205251035.1","QSJ49_RS09245","NUDIX hydrolase","Metabolic pathways"
"map01100","K01091","WP_205250949.1","QSJ49_RS08500","HAD family hydrolase","Metabolic pathways"
"map01100","K01848","WP_205251511.1","QSJ49_RS03355","methylmalonyl-CoA mutase family protein","Metabolic pathways"
"map01100","K13051","WP_010903371.1","QSJ49_RS08890","isoaspartyl peptidase/L-asparaginase","Metabolic pathways"
"map01100","K00858","WP_205251556.1","QSJ49_RS03750","NAD(+)/NADH kinase","Metabolic pathways"
"map01100","K00248","WP_010903082.1","QSJ49_RS07355","acyl-CoA dehydrogenase family protein","Metabolic pathways"
"map01100","K02437","WP_010903167.1","QSJ49_RS07815","glycine cleavage system protein GcvH","Metabolic pathways"
"map01100","K03524","WP_338416945.1","QSJ49_RS07560","biotin--[acetyl-CoA-carboxylase] ligase","Metabolic pathways"
"map01100","K00641","WP_205251250.1","QSJ49_RS00645","homoserine O-acetyltransferase","Metabolic pathways"
"map01100","K01738","WP_012289191.1","QSJ49_RS03880","PLP-dependent cysteine synthase family protein","Metabolic pathways"
"map01100","K15633","WP_205251003.1","QSJ49_RS08950","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Metabolic pathways"
"map01100","K00241","WP_012289306.1","QSJ49_RS06660","succinate dehydrogenase-2C cytochrome b556 subunit","Metabolic pathways"
"map01100","K00175","WP_010902808.1","QSJ49_RS05910","thiamine pyrophosphate-dependent enzyme","Metabolic pathways"
"map01100","K04517","WP_235157811.1","QSJ49_RS06375","prephenate dehydrogenase/arogenate dehydrogenase family protein","Metabolic pathways"
"map01100","K01784","WP_205251624.1","QSJ49_RS04450","NAD-dependent epimerase/dehydratase family protein","Metabolic pathways"
"map01100","K05606","WP_205251509.1","QSJ49_RS03345","methylmalonyl-CoA epimerase","Metabolic pathways"
"map01100","K06981","WP_136361402.1","QSJ49_RS06005","isopentenyl phosphate kinase","Metabolic pathways"
"map01100","K01613","WP_012289470.1","QSJ49_RS10460","protein sorting system archaetidylserine decarboxylase","Metabolic pathways"
"map01100","K00074","WP_205251603.1","QSJ49_RS04175","3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein","Metabolic pathways"
"map01100","K16306","WP_010902183.1","QSJ49_RS02700","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Metabolic pathways"
"map01100","K00606","WP_205250825.1","QSJ49_RS07335","3-methyl-2-oxobutanoate hydroxymethyltransferase","Metabolic pathways"
"map01100","K01712","WP_338416907.1","QSJ49_RS06255","urocanate hydratase","Metabolic pathways"
"map01100","K18118","WP_205251177.1","QSJ49_RS00090","acetyl-CoA hydrolase/transferase family protein","Metabolic pathways"
"map01100","K01923","WP_205251022.1","QSJ49_RS09150","phosphoribosylaminoimidazolesuccinocarboxamide synthase","Metabolic pathways"
"map01100","K01069","WP_205251089.1","QSJ49_RS09710","MBL fold metallo-hydrolase","Metabolic pathways"
"map01100","K01679","WP_205251853.1","QSJ49_RS06840","class II fumarate hydratase","Metabolic pathways"
"map01100","K01911","WP_010902770.1","QSJ49_RS05710","class I adenylate-forming enzyme family protein","Metabolic pathways"
"map01100","K00426","WP_136361715.1","QSJ49_RS11220","cytochrome d ubiquinol oxidase subunit II","Metabolic pathways"
