locus_tag,protein_id,product
QSJ49_RS10640,WP_318655298.1,SMC-like protein Sph2
QSJ49_RS10645,WP_285265590.1,rod-determining factor RdfA
QSJ49_RS10650,WP_285265591.1,universal stress protein
QSJ49_RS10655,NA,RNA-guided endonuclease TnpB family protein
QSJ49_RS10660,WP_318655297.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
QSJ49_RS10665,WP_318655296.1,PIN domain-containing protein
QSJ49_RS10670,WP_318655295.1,hypothetical protein
QSJ49_RS10675,NA,DNA replication protein Orc4
QSJ49_RS10680,NA,DNA polymerase domain-containing protein
QSJ49_RS10685,WP_012289614.1,hypothetical protein
QSJ49_RS10690,WP_010904044.1,hypothetical protein
QSJ49_RS10695,WP_010904043.1,hypothetical protein
QSJ49_RS10700,WP_148265513.1,hypothetical protein
QSJ49_RS10705,WP_012289612.1,hypothetical protein
QSJ49_RS10710,WP_010904041.1,hypothetical protein
QSJ49_RS10715,WP_012289611.1,hypothetical protein
QSJ49_RS10720,WP_012289610.1,ParA family protein
QSJ49_RS10725,WP_010904037.1,DNA replication protein Orc1
QSJ49_RS10730,WP_012289609.1,DrmE family protein
QSJ49_RS10735,WP_205250683.1,helicase-related protein
QSJ49_RS10740,WP_229373326.1,hypothetical protein
QSJ49_RS10745,WP_205250681.1,phospholipase D family protein
QSJ49_RS10750,WP_205250680.1,DNA cytosine methyltransferase
QSJ49_RS10755,WP_205250679.1,DUF4365 domain-containing protein
QSJ49_RS10760,WP_136361728.1,SIR2 family protein
QSJ49_RS10765,WP_012289705.1,helix-turn-helix domain-containing protein
QSJ49_RS10770,WP_012289706.1,hypothetical protein
QSJ49_RS10775,WP_012289707.1,phage integrase SAM-like domain-containing protein
QSJ49_RS10780,WP_205250678.1,hypothetical protein
QSJ49_RS10785,WP_158308649.1,AAA family ATPase
QSJ49_RS10790,WP_012289710.1,hypothetical protein
QSJ49_RS10795,NA,DUF1931 domain-containing protein
QSJ49_RS10800,WP_229373324.1,exodeoxyribonuclease VII large subunit
QSJ49_RS10805,WP_012289712.1,hypothetical protein
QSJ49_RS10810,WP_049892758.1,hypothetical protein
QSJ49_RS10815,WP_205250724.1,hypothetical protein
QSJ49_RS10820,WP_049892760.1,hypothetical protein
QSJ49_RS10825,WP_136361216.1,hypothetical protein
QSJ49_RS10830,WP_010904034.1,hypothetical protein
QSJ49_RS10835,WP_010904033.1,VirB4 family type IV secretion system protein
QSJ49_RS10840,WP_010904032.1,ATP-binding protein
QSJ49_RS10845,WP_010904031.1,DNA primase
QSJ49_RS10850,NA,transposase
QSJ49_RS10855,WP_010890461.1,primase-associated protein
QSJ49_RS10860,WP_012289730.1,arsenite methyltransferase
QSJ49_RS10865,WP_010890459.1,metalloregulator ArsR/SmtB family transcription factor
QSJ49_RS10870,WP_049892776.1,halo-CC-star protein HcsS
QSJ49_RS10875,WP_012289729.1,halo-CC-star protein HcsL
QSJ49_RS10880,WP_010890458.1,arsenical pump-driving ATPase
QSJ49_RS10885,WP_010890457.1,arsenite efflux transporter metallochaperone ArsD
QSJ49_RS10890,WP_008444919.1,metalloregulator ArsR/SmtB family transcription factor
QSJ49_RS10895,WP_010890456.1,low molecular weight phosphatase family protein
QSJ49_RS10900,WP_010890455.1,hypothetical protein
QSJ49_RS10905,WP_136361217.1,hypothetical protein
QSJ49_RS10910,WP_012289727.1,hypothetical protein
QSJ49_RS10915,WP_049892774.1,hypothetical protein
QSJ49_RS10920,WP_010890452.1,hypothetical protein
QSJ49_RS10925,WP_010890451.1,hypothetical protein
QSJ49_RS10930,WP_010890450.1,hypothetical protein
QSJ49_RS10935,WP_012289724.1,DNA-binding protein
QSJ49_RS10940,WP_049892772.1,hypothetical protein
QSJ49_RS10945,WP_229373323.1,hypothetical protein
QSJ49_RS10950,WP_229373322.1,hypothetical protein
QSJ49_RS10955,WP_168731179.1,hypothetical protein
QSJ49_RS10960,WP_229373341.1,transcription initiation factor IIB family protein
QSJ49_RS10965,WP_136361219.1,type II toxin-antitoxin system death-on-curing family toxin
QSJ49_RS10970,WP_168731180.1,hypothetical protein
QSJ49_RS10975,WP_136361220.1,hypothetical protein
QSJ49_RS10980,WP_168731181.1,hypothetical protein
QSJ49_RS10985,WP_136361222.1,MFS transporter
QSJ49_RS10990,WP_136361223.1,hypothetical protein
QSJ49_RS10995,WP_012289723.1,hypothetical protein
QSJ49_RS11000,WP_049892769.1,hypothetical protein
QSJ49_RS11005,WP_049892767.1,hypothetical protein
QSJ49_RS11010,WP_049892765.1,MarR family transcriptional regulator
QSJ49_RS11015,WP_136361224.1,restriction endonuclease
QSJ49_RS11020,WP_012289717.1,ribbon-helix-helix domain-containing protein
QSJ49_RS11025,WP_049892762.1,type II toxin-antitoxin system RelE/ParE family toxin
QSJ49_RS11030,WP_158308650.1,C2H2-type zinc finger protein
QSJ49_RS11035,WP_012289716.1,helix-turn-helix domain-containing protein
QSJ49_RS11040,NA,sulfite exporter TauE/SafE family protein
QSJ49_RS11045,WP_168731182.1,hypothetical protein
QSJ49_RS11050,NA,helix-turn-helix domain-containing protein
QSJ49_RS11055,WP_136361226.1,inorganic phosphate transporter
QSJ49_RS11060,WP_136361227.1,YeeE/YedE family protein
QSJ49_RS11065,WP_136361228.1,YeeE/YedE family protein
QSJ49_RS11070,WP_136361229.1,MBL fold metallo-hydrolase
QSJ49_RS11075,WP_136361230.1,sulfurtransferase TusA family protein
QSJ49_RS11080,WP_136361231.1,DsrE/DsrF/DrsH-like family protein
QSJ49_RS11085,WP_168731183.1,HalOD1 output domain-containing protein
QSJ49_RS11090,NA,aminotransferase class V-fold PLP-dependent enzyme
QSJ49_RS11095,WP_229373340.1,DUF302 domain-containing protein
QSJ49_RS11100,WP_136361232.1,class I SAM-dependent methyltransferase
QSJ49_RS11105,WP_229373321.1,AAA family ATPase
QSJ49_RS11110,WP_205252873.1,hypothetical protein
QSJ49_RS11115,WP_136361235.1,helix-turn-helix domain-containing protein
QSJ49_RS11120,WP_136361236.1,hypothetical protein
QSJ49_RS11125,WP_136361214.1,helix-turn-helix domain-containing protein
QSJ49_RS11130,WP_136361213.1,hypothetical protein
QSJ49_RS11135,WP_231546380.1,hypothetical protein
QSJ49_RS11140,NA,hypothetical protein
QSJ49_RS11145,WP_338416996.1,hypothetical protein
QSJ49_RS11150,WP_136361726.1,DUF4238 domain-containing protein
QSJ49_RS11155,WP_136361725.1,hypothetical protein
QSJ49_RS11160,WP_168731199.1,tetratricopeptide repeat protein
QSJ49_RS11165,WP_136361723.1,transposase
QSJ49_RS11170,WP_136361722.1,hypothetical protein
QSJ49_RS11175,WP_136361721.1,hypothetical protein
QSJ49_RS11180,WP_136361731.1,hypothetical protein
QSJ49_RS11185,WP_136361720.1,hypothetical protein
QSJ49_RS11190,WP_136361719.1,hypothetical protein
QSJ49_RS11195,WP_267875133.1,hypothetical protein
QSJ49_RS11200,WP_136361718.1,hypothetical protein
QSJ49_RS11205,WP_136361717.1,hypothetical protein
QSJ49_RS11210,WP_136361716.1,hypothetical protein
QSJ49_RS11215,NA,helix-turn-helix domain-containing protein
QSJ49_RS11220,WP_136361715.1,cytochrome d ubiquinol oxidase subunit II
QSJ49_RS11225,WP_136361714.1,cytochrome ubiquinol oxidase subunit I
QSJ49_RS11230,NA,IS4 family transposase
QSJ49_RS11235,NA,hemolysin family protein
QSJ49_RS11240,WP_136361712.1,metallophosphoesterase
QSJ49_RS11245,WP_136361711.1,hypothetical protein
QSJ49_RS11250,WP_338416992.1,hypothetical protein
QSJ49_RS11255,WP_136361709.1,transposase
QSJ49_RS11260,WP_136361708.1,FaeA/PapI family transcriptional regulator
QSJ49_RS11265,WP_136361707.1,type II toxin-antitoxin system PemK/MazF family toxin
QSJ49_RS11270,WP_136361730.1,helix-turn-helix domain-containing protein
QSJ49_RS11275,WP_318655350.1,transposase
QSJ49_RS11280,WP_318655349.1,hypothetical protein
QSJ49_RS11285,WP_338416997.1,DEAD/DEAH box helicase family protein
QSJ49_RS11290,WP_318655348.1,SOS response-associated peptidase
QSJ49_RS11295,NA,AAA family ATPase
QSJ49_RS11300,WP_338416993.1,DUF5694 domain-containing protein
QSJ49_RS11305,NA,site-specific integrase
QSJ49_RS11310,NA,hypothetical protein
QSJ49_RS11315,WP_338416994.1,hypothetical protein
QSJ49_RS11320,WP_338416995.1,hypothetical protein
QSJ49_RS11325,WP_318655344.1,hypothetical protein
QSJ49_RS11330,WP_318655343.1,hypothetical protein
QSJ49_RS11335,WP_318655342.1,ABC transporter ATP-binding protein
QSJ49_RS11340,NA,IS1595 family transposase
QSJ49_RS11345,WP_338416987.1,MFS transporter
QSJ49_RS11350,WP_318655339.1,TetR/AcrR family transcriptional regulator
QSJ49_RS11355,NA,IS5/IS1182 family transposase
QSJ49_RS11360,WP_318655338.1,CPBP family intramembrane glutamic endopeptidase
QSJ49_RS11365,NA,IS5/IS1182 family transposase
QSJ49_RS11370,NA,DNA-binding protein
QSJ49_RS11375,WP_338416998.1,hypothetical protein
QSJ49_RS11380,WP_318655337.1,hypothetical protein
QSJ49_RS11385,NA,DNA-binding protein
QSJ49_RS11390,WP_338416988.1,hypothetical protein
QSJ49_RS11395,WP_235218655.1,MFS transporter
QSJ49_RS11400,WP_235218656.1,hypothetical protein
QSJ49_RS11405,WP_338416989.1,ribonuclease H-like domain-containing protein
QSJ49_RS11410,WP_176705217.1,DEAD/DEAH box helicase
QSJ49_RS11415,WP_235218658.1,ribonuclease H-like domain-containing protein
QSJ49_RS11420,WP_235218659.1,helix-turn-helix domain-containing protein
QSJ49_RS11425,WP_318655330.1,MFS transporter
QSJ49_RS11430,WP_235218660.1,helix-turn-helix domain-containing protein
QSJ49_RS11435,WP_012289662.1,extracellular solute-binding protein
QSJ49_RS11440,WP_235218661.1,ABC transporter permease subunit
QSJ49_RS11445,WP_235218662.1,ABC transporter permease subunit
QSJ49_RS11450,WP_235218663.1,ABC transporter ATP-binding protein
QSJ49_RS11455,WP_235218664.1,hypothetical protein
QSJ49_RS11460,WP_235218669.1,ABC transporter permease
QSJ49_RS11465,WP_235218665.1,ABC transporter ATP-binding protein
QSJ49_RS11470,WP_049892725.1,transcriptional regulator
QSJ49_RS11475,WP_176705229.1,DASS family sodium-coupled anion symporter
QSJ49_RS11480,WP_235158132.1,universal stress protein
QSJ49_RS11485,WP_049892723.1,hypothetical protein
QSJ49_RS11490,WP_205250671.1,MMPL family transporter
QSJ49_RS11495,WP_229373315.1,COG1361 S-layer family protein
QSJ49_RS11500,WP_205250670.1,ABC transporter permease subunit
QSJ49_RS11505,WP_205250669.1,ABC transporter ATP-binding protein
QSJ49_RS11510,WP_176705234.1,chemotaxis signal transducer protein Car
QSJ49_RS11515,WP_205250668.1,lipopolysaccharide biosynthesis protein
QSJ49_RS11520,NA,transposase
QSJ49_RS11525,NA,transposase
QSJ49_RS11530,NA,hypothetical protein
QSJ49_RS11535,WP_010904172.1,hypothetical protein
QSJ49_RS11540,WP_229373313.1,halocin C8-like domain-containing protein
QSJ49_RS11545,WP_012289645.1,hypothetical protein
QSJ49_RS11550,WP_010904170.1,hypothetical protein
QSJ49_RS11555,WP_010904169.1,ABC transporter ATP-binding protein
QSJ49_RS11560,NA,hypothetical protein
QSJ49_RS11565,NA,hypothetical protein
QSJ49_RS11570,NA,RNA-guided endonuclease TnpB family protein
QSJ49_RS11575,WP_010904167.1,hypothetical protein
QSJ49_RS11580,WP_010904166.1,hypothetical protein
QSJ49_RS11585,WP_205250661.1,phage integrase SAM-like domain-containing protein
QSJ49_RS11590,WP_229373312.1,hypothetical protein
QSJ49_RS11595,WP_205250660.1,hypothetical protein
QSJ49_RS11600,WP_205250659.1,hypothetical protein
QSJ49_RS11605,WP_205250658.1,SMC-like protein Sph1
QSJ49_RS11610,WP_176705203.1,rod-determining factor RdfA
QSJ49_RS11615,WP_176705202.1,IclR family transcriptional regulator
QSJ49_RS11620,WP_205250657.1,arginine deiminase family protein
QSJ49_RS11625,WP_205250656.1,carbamate kinase
QSJ49_RS11630,WP_010904159.1,ornithine carbamoyltransferase
QSJ49_RS11635,WP_176705198.1,Na+/H+ antiporter NhaC family protein
QSJ49_RS11640,WP_176705197.1,arginine--tRNA ligase
QSJ49_RS11645,WP_229373338.1,aspartate carbamoyltransferase regulatory subunit
QSJ49_RS11650,WP_012289640.1,aspartate carbamoyltransferase
QSJ49_RS11655,WP_205250723.1,dicarboxylate/amino acid:cation symporter
QSJ49_RS11660,WP_010904153.1,6-pyruvoyl tetrahydropterin synthase family protein
QSJ49_RS11665,WP_010904152.1,7-carboxy-7-deazaguanine synthase QueE
QSJ49_RS11670,WP_205250722.1,7-cyano-7-deazaguanine synthase QueC
QSJ49_RS11675,WP_205250721.1,hemolysin family protein
QSJ49_RS11680,WP_205250720.1,alkaline phosphatase
QSJ49_RS11685,WP_205250719.1,AIR synthase family protein
QSJ49_RS11690,WP_205250718.1,acyl CoA:acetate/3-ketoacid CoA transferase
QSJ49_RS11695,WP_205250717.1,PQQ-binding-like beta-propeller repeat protein
QSJ49_RS11700,WP_205250716.1,alpha/beta hydrolase
QSJ49_RS11705,WP_205250715.1,PQQ-binding-like beta-propeller repeat protein
QSJ49_RS11710,NA,hypothetical protein
QSJ49_RS11715,WP_338416990.1,PQQ-binding-like beta-propeller repeat protein
QSJ49_RS11720,WP_205250713.1,alpha/beta fold hydrolase
QSJ49_RS11725,WP_205250712.1,catalase/peroxidase HPI
QSJ49_RS11730,NA,DMT family transporter
QSJ49_RS11735,WP_205250710.1,ABC transporter ATP-binding protein
QSJ49_RS11740,WP_176705181.1,carbohydrate ABC transporter permease
QSJ49_RS11745,WP_176705180.1,sugar ABC transporter permease
QSJ49_RS11750,WP_205250709.1,ABC transporter substrate-binding protein
QSJ49_RS11755,WP_010904130.1,hypothetical protein
QSJ49_RS11760,WP_049892709.1,NifU family protein
QSJ49_RS11765,WP_176705350.1,orc1/cdc6 family replication initiation protein
QSJ49_RS11770,WP_010904127.1,glycerol dehydrogenase
QSJ49_RS11775,WP_205250708.1,PqqD family protein
QSJ49_RS11780,WP_176705175.1,oligopeptide transporter%2C OPT family
QSJ49_RS11785,WP_229373336.1,hypothetical protein
QSJ49_RS11790,WP_205250706.1,metal ABC transporter substrate-binding protein
QSJ49_RS11795,WP_205250705.1,metal ABC transporter ATP-binding protein
QSJ49_RS11800,WP_205250704.1,metal ABC transporter permease
QSJ49_RS11805,WP_205250703.1,sodium-dependent transporter
QSJ49_RS11810,WP_010904119.1,tubulin/FtsZ family protein
QSJ49_RS11815,WP_205250702.1,amidohydrolase family protein
QSJ49_RS11820,WP_205250701.1,biotin/lipoate A/B protein ligase family protein
QSJ49_RS11825,WP_205250700.1,hypothetical protein
QSJ49_RS11830,WP_010904115.1,putative quinol monooxygenase
QSJ49_RS11835,WP_229373333.1,SHOCT domain-containing protein
QSJ49_RS11840,WP_205250699.1,inorganic phosphate transporter
QSJ49_RS11845,WP_176705167.1,TrkA family potassium uptake protein
QSJ49_RS11850,WP_010904111.1,gas vesicle protein GvpO
QSJ49_RS11855,WP_176705165.1,gas vesicle protein GvpN
QSJ49_RS11860,WP_205250698.1,gas vesicle protein GvpC
QSJ49_RS11865,WP_010904108.1,gas vesicle structural protein GvpA
QSJ49_RS11870,WP_205250697.1,gas vesicle protein GvpD basic region 2 domain-containing protein
QSJ49_RS11875,WP_205250696.1,helix-turn-helix transcriptional regulator
QSJ49_RS11880,WP_205250695.1,gas vesicle protein GvpF
QSJ49_RS11885,WP_012289627.1,gas vesicle protein GvpG
QSJ49_RS11890,WP_205250694.1,gas vesicle protein GvpH
QSJ49_RS11895,WP_176705160.1,gas vesicle protein GvpI
QSJ49_RS11900,WP_205250693.1,gas vesicle protein
QSJ49_RS11905,WP_010904100.1,gas vesicle protein K
QSJ49_RS11910,WP_205250692.1,gas vesicle protein GvpL
QSJ49_RS11915,WP_012289625.1,gas vesicle protein
QSJ49_RS11920,WP_010904098.1,hypothetical protein
QSJ49_RS11925,WP_010904097.1,ParA family protein
QSJ49_RS11930,WP_176705155.1,TrkA family potassium uptake protein
QSJ49_RS11935,WP_205250691.1,APC family permease
QSJ49_RS11940,WP_010904091.1,TrkA family potassium uptake protein
QSJ49_RS11945,WP_235158153.1,IucA/IucC family siderophore biosynthesis protein
QSJ49_RS11950,WP_235158154.1,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein
QSJ49_RS11955,WP_235158155.1,GNAT family N-acetyltransferase
QSJ49_RS11960,WP_235158156.1,IucA/IucC family siderophore biosynthesis protein
QSJ49_RS11965,WP_235158158.1,aspartate aminotransferase family protein
QSJ49_RS11970,WP_235158157.1,diaminobutyrate--2-oxoglutarate transaminase family protein
QSJ49_RS11975,WP_176705348.1,hypothetical protein
QSJ49_RS11980,WP_229373332.1,prohibitin family protein
QSJ49_RS10525,WP_229373331.1,hypothetical protein
QSJ49_RS11990,WP_338417017.1,hypothetical protein
QSJ49_RS11995,WP_338417018.1,hypothetical protein
QSJ49_RS12000,WP_338417019.1,hypothetical protein
QSJ49_RS12005,WP_338417020.1,Cdc6/Cdc18 family protein
QSJ49_RS12010,WP_338417021.1,hypothetical protein
QSJ49_RS12015,WP_205250777.1,hypothetical protein
QSJ49_RS12020,WP_338417022.1,PadR family transcriptional regulator
QSJ49_RS12025,WP_338417023.1,hypothetical protein
QSJ49_RS12030,WP_205250774.1,hypothetical protein
QSJ49_RS12035,WP_338417024.1,hypothetical protein
QSJ49_RS12040,WP_338417025.1,hypothetical protein
QSJ49_RS12045,WP_205250771.1,hypothetical protein
QSJ49_RS12050,WP_205252912.1,hypothetical protein
QSJ49_RS12055,WP_205252911.1,hypothetical protein
QSJ49_RS12060,WP_205252910.1,hypothetical protein
QSJ49_RS12065,WP_205252909.1,hypothetical protein
QSJ49_RS12070,WP_205250762.1,hypothetical protein
QSJ49_RS12075,WP_205252908.1,hypothetical protein
QSJ49_RS12080,WP_205252907.1,hypothetical protein
QSJ49_RS12085,WP_205252906.1,DUF4258 domain-containing protein
QSJ49_RS12090,WP_205252905.1,hypothetical protein
QSJ49_RS12095,WP_205252904.1,hypothetical protein
QSJ49_RS12100,WP_205252903.1,hypothetical protein
QSJ49_RS12105,WP_205252902.1,HNH endonuclease
QSJ49_RS12110,WP_205252901.1,hypothetical protein
QSJ49_RS12115,WP_205252900.1,hypothetical protein
QSJ49_RS12120,WP_205252899.1,phage portal protein
QSJ49_RS12125,WP_205252898.1,hypothetical protein
QSJ49_RS12130,WP_269751358.1,hypothetical protein
QSJ49_RS12135,WP_205252897.1,XkdF-like putative serine protease domain-containing protein
QSJ49_RS12140,WP_205252896.1,hypothetical protein
QSJ49_RS12145,WP_338416999.1,hypothetical protein
QSJ49_RS12150,WP_205252894.1,hypothetical protein
QSJ49_RS12155,WP_205252893.1,hypothetical protein
QSJ49_RS12160,WP_338417000.1,hypothetical protein
QSJ49_RS12165,WP_338417001.1,hypothetical protein
QSJ49_RS12170,WP_338417002.1,hypothetical protein
QSJ49_RS12175,WP_338417003.1,hypothetical protein
QSJ49_RS12180,WP_338417004.1,hypothetical protein
QSJ49_RS12185,WP_338417005.1,zinc-ribbon domain-containing protein
QSJ49_RS12190,WP_338417006.1,hypothetical protein
QSJ49_RS12195,WP_338417007.1,hypothetical protein
QSJ49_RS12200,WP_338417008.1,hypothetical protein
QSJ49_RS12205,WP_338417009.1,hypothetical protein
QSJ49_RS12210,WP_338417010.1,hypothetical protein
QSJ49_RS12215,WP_338417011.1,hypothetical protein
QSJ49_RS12220,WP_338417012.1,hypothetical protein
QSJ49_RS12225,WP_338417013.1,hypothetical protein
QSJ49_RS12230,NA,hypothetical protein
QSJ49_RS12235,WP_338417014.1,hypothetical protein
QSJ49_RS12240,WP_338417015.1,ParA family protein
QSJ49_RS11985,WP_338417016.1,HNH endonuclease
