locus_tag,protein_id,product
ACNO8S_RS06630,WP_420182687.1,alkaline phosphatase PhoX
ACNO8S_RS06635,WP_129755114.1,DUF7111 family protein
ACNO8S_RS06640,WP_146417272.1,PadR family transcriptional regulator
ACNO8S_RS06645,WP_064288008.1,hypothetical protein
ACNO8S_RS06650,WP_050038008.1,acyl-CoA dehydrogenase
ACNO8S_RS06655,WP_146417271.1,3-hydroxyacyl-CoA dehydrogenase family protein
ACNO8S_RS06660,WP_151103345.1,class 1 fructose-bisphosphatase
ACNO8S_RS06665,WP_420182688.1,PKD domain-containing protein
ACNO8S_RS06670,WP_151146376.1,acyl-CoA carboxylase subunit beta
ACNO8S_RS06675,WP_050007112.1,DUF5658 family protein
ACNO8S_RS06680,WP_420182689.1,Glu/Leu/Phe/Val family dehydrogenase
ACNO8S_RS06685,WP_420182690.1,SRPBCC family protein
ACNO8S_RS06690,WP_420182691.1,DMT family transporter
ACNO8S_RS06695,WP_420182692.1,RIO1 family regulatory kinase/ATPase
ACNO8S_RS06700,WP_420182693.1,acyl-CoA dehydrogenase family protein
ACNO8S_RS06705,WP_420182694.1,universal stress protein
ACNO8S_RS06710,WP_420182695.1,RtcB family protein
ACNO8S_RS06715,WP_336330484.1,DoxX family protein
ACNO8S_RS06720,WP_146417265.1,hypothetical protein
ACNO8S_RS06725,WP_008309306.1,metal-dependent hydrolase
ACNO8S_RS06730,WP_050038016.1,protein sorting system archaetidylserine synthase
ACNO8S_RS06735,WP_420182696.1,alpha/beta fold hydrolase
ACNO8S_RS06740,WP_420182697.1,DUF7127 family protein
ACNO8S_RS06745,WP_420182698.1,CDC48 family AAA ATPase
ACNO8S_RS06750,WP_050038019.1,TrmB family transcriptional regulator sugar-binding domain-containing protein
ACNO8S_RS06755,WP_050007108.1,sensor histidine kinase
ACNO8S_RS06760,WP_014040288.1,DUF420 domain-containing protein
ACNO8S_RS06765,WP_050038021.1,GNAT family N-acetyltransferase
ACNO8S_RS06770,WP_050007107.1,amidophosphoribosyltransferase
ACNO8S_RS06775,WP_004517916.1,50S ribosomal protein L37e
ACNO8S_RS06780,WP_004517917.1,LSM domain-containing protein
ACNO8S_RS06785,WP_420182699.1,M20/M25/M40 family metallo-hydrolase
ACNO8S_RS06790,WP_050007106.1,hypothetical protein
ACNO8S_RS06795,WP_014040293.1,zinc-dependent metalloprotease
ACNO8S_RS06800,WP_023843253.1,Rrf2 family transcriptional regulator
ACNO8S_RS06805,WP_050038024.1,alkaline phosphatase family protein
ACNO8S_RS06810,WP_050038025.1,DUF5796 family protein
ACNO8S_RS06815,WP_004517924.1,DUF7128 family protein
ACNO8S_RS06820,WP_064288019.1,CDC48 family AAA ATPase
ACNO8S_RS06825,WP_151146358.1,DUF4349 domain-containing protein
ACNO8S_RS06830,WP_050038028.1,carbon-nitrogen family hydrolase
ACNO8S_RS06835,WP_008309269.1,SRPBCC family protein
ACNO8S_RS06840,WP_004592831.1,DUF7123 family protein
ACNO8S_RS06845,WP_004961543.1,hypothetical protein
ACNO8S_RS06850,WP_050038029.1,LEA type 2 family protein
ACNO8S_RS06855,WP_050038030.1,HalOD1 output domain-containing protein
ACNO8S_RS06860,WP_004592822.1,phosphate uptake regulator PhoU
ACNO8S_RS06865,WP_420182700.1,ATP-NAD kinase family protein
ACNO8S_RS06870,WP_420182701.1,competence/damage-inducible protein A
ACNO8S_RS06880,WP_420182702.1,helix-turn-helix transcriptional regulator
ACNO8S_RS06885,WP_146417253.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS06890,WP_014040304.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS06895,WP_014040305.1,ABC transporter ATP-binding protein
ACNO8S_RS06900,WP_014040306.1,ABC transporter ATP-binding protein
ACNO8S_RS06905,WP_064288028.1,ABC transporter substrate-binding protein
ACNO8S_RS06910,WP_008309249.1,superoxide dismutase
ACNO8S_RS06915,WP_420182703.1,cryptochrome/photolyase family protein
ACNO8S_RS06920,WP_420182704.1,enoyl-CoA hydratase/isomerase family protein
ACNO8S_RS06925,WP_151103367.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS06930,WP_004517945.1,UPF0058 family protein
ACNO8S_RS06935,WP_004517946.1,ribbon-helix-helix domain-containing protein
ACNO8S_RS06940,WP_420182705.1,isochorismate synthase
ACNO8S_RS06945,WP_420182706.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
ACNO8S_RS06950,WP_064288033.1,J domain-containing protein
ACNO8S_RS06955,WP_044951827.1,hypothetical protein
ACNO8S_RS06960,WP_420182707.1,1%2C4-dihydroxy-2-naphthoyl-CoA synthase
ACNO8S_RS06965,WP_004517952.1,helix-turn-helix transcriptional regulator
ACNO8S_RS06970,WP_420182708.1,NRDE family protein
ACNO8S_RS06975,WP_420182709.1,AMP-binding protein
ACNO8S_RS06980,WP_129755764.1,mandelate racemase/muconate lactonizing enzyme family protein
ACNO8S_RS06985,WP_151103373.1,1%2C4-dihydroxy-2-naphthoate polyprenyltransferase
ACNO8S_RS06990,WP_014040321.1,long-chain-fatty-acid--CoA ligase
ACNO8S_RS06995,WP_014040322.1,PAS domain S-box protein
ACNO8S_RS07000,WP_336330452.1,hypothetical protein
ACNO8S_RS07005,WP_420182710.1,SMP-30/gluconolactonase/LRE family protein
ACNO8S_RS07010,WP_420182711.1,hypothetical protein
ACNO8S_RS07015,WP_420182712.1,DUF7490 domain-containing protein
ACNO8S_RS07020,WP_420182713.1,DUF2797 domain-containing protein
ACNO8S_RS07025,WP_420182714.1,YbhB/YbcL family Raf kinase inhibitor-like protein
ACNO8S_RS07030,WP_191449516.1,NAD-dependent epimerase/dehydratase family protein
ACNO8S_RS07035,WP_151146302.1,DsbA family protein
ACNO8S_RS07040,WP_420182715.1,tRNA (cytidine(56)-2'-O)-methyltransferase
ACNO8S_RS07045,WP_420182716.1,sulfatase
ACNO8S_RS07050,WP_129755755.1,dihydrofolate reductase
ACNO8S_RS07055,WP_186764071.1,hypothetical protein
ACNO8S_RS07060,WP_004592762.1,transcription factor E
ACNO8S_RS07065,WP_014040334.1,DUF2110 family protein
ACNO8S_RS07070,WP_420182717.1,DUF5803 family protein
ACNO8S_RS07075,WP_014040336.1,NOP5/NOP56 family protein
ACNO8S_RS07080,WP_008309199.1,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
ACNO8S_RS07085,WP_420182718.1,glutamate--cysteine ligase
ACNO8S_RS07090,WP_014040339.1,winged helix-turn-helix domain-containing protein
ACNO8S_RS07095,WP_014040340.1,phosphopantetheine adenylyltransferase
ACNO8S_RS07100,WP_014040341.1,cyclin
ACNO8S_RS07110,WP_239642278.1,DUF7511 domain-containing protein
ACNO8S_RS07120,WP_064288051.1,helix-turn-helix domain-containing protein
ACNO8S_RS07125,WP_014040344.1,acyl-CoA dehydrogenase family protein
ACNO8S_RS07130,WP_014040345.1,HAD family hydrolase
ACNO8S_RS07135,WP_005534398.1,DUF5822 domain-containing protein
ACNO8S_RS07140,WP_014040346.1,3-methyl-2-oxobutanoate hydroxymethyltransferase
ACNO8S_RS07145,WP_014040347.1,cytochrome c oxidase subunit II
ACNO8S_RS07150,WP_050038059.1,DUF6789 family protein
ACNO8S_RS07155,WP_050038060.1,hypothetical protein
ACNO8S_RS07160,WP_420182719.1,cytochrome c oxidase subunit 3
ACNO8S_RS07165,WP_420182720.1,biotin synthase BioB
ACNO8S_RS07170,WP_050038063.1,transcriptional regulator
ACNO8S_RS07175,WP_064288058.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
ACNO8S_RS07180,WP_420182721.1,dethiobiotin synthase
ACNO8S_RS07185,WP_014040355.1,phosphotransacetylase family protein
ACNO8S_RS07190,WP_008309166.1,acetate--CoA ligase alpha subunit
ACNO8S_RS07195,WP_420182722.1,hypothetical protein
ACNO8S_RS07200,WP_008309164.1,DNA starvation/stationary phase protection protein DpsA
ACNO8S_RS07205,WP_004961340.1,hypothetical protein
ACNO8S_RS07210,WP_014040359.1,DUF7547 family protein
ACNO8S_RS07215,WP_420182723.1,HTH domain-containing protein
ACNO8S_RS07220,WP_014040361.1,hypothetical protein
ACNO8S_RS07225,WP_023843261.1,Zn-ribbon domain-containing OB-fold protein
ACNO8S_RS07230,WP_014040363.1,thiolase C-terminal domain-containing protein
ACNO8S_RS07235,WP_014040364.1,DUF7551 domain-containing protein
ACNO8S_RS07240,WP_050038071.1,ABC transporter substrate-binding protein
ACNO8S_RS07245,WP_008309156.1,hypothetical protein
ACNO8S_RS07250,WP_050038072.1,hypothetical protein
ACNO8S_RS07255,WP_420182724.1,acyl-CoA carboxylase subunit beta
ACNO8S_RS07260,WP_420182725.1,beta-ketoacyl-ACP reductase
ACNO8S_RS07265,WP_014040368.1,hypothetical protein
ACNO8S_RS07270,WP_225308105.1,extracellular solute-binding protein
ACNO8S_RS07275,WP_014040370.1,ABC transporter permease
ACNO8S_RS07280,WP_151146251.1,ABC transporter ATP-binding protein
ACNO8S_RS07285,WP_420182726.1,ArnT family glycosyltransferase
ACNO8S_RS07290,WP_014040373.1,gluconate 2-dehydrogenase subunit 3 family protein
ACNO8S_RS07295,WP_014040374.1,dolichyl-phosphate hexose transferase
ACNO8S_RS07300,WP_014040375.1,helix-turn-helix transcriptional regulator
ACNO8S_RS07305,WP_014040376.1,HTH-type sugar sensing transcriptional regulator TrmB
ACNO8S_RS07310,WP_023843263.1,ABC transporter substrate-binding protein
ACNO8S_RS07315,WP_050038076.1,glucose 1-dehydrogenase
ACNO8S_RS07320,WP_129755167.1,Gfo/Idh/MocA family protein
ACNO8S_RS07325,WP_014040380.1,hypothetical protein
ACNO8S_RS07330,WP_014040381.1,ABC transporter ATP-binding protein
ACNO8S_RS07335,WP_008309125.1,carbohydrate ABC transporter permease
ACNO8S_RS07340,WP_420182727.1,carbohydrate ABC transporter permease
ACNO8S_RS07345,WP_420182728.1,extracellular solute-binding protein
ACNO8S_RS07350,WP_014040385.1,TrmB family transcriptional regulator
ACNO8S_RS07355,WP_014040386.1,aldo/keto reductase
ACNO8S_RS07360,WP_064288072.1,hypothetical protein
ACNO8S_RS07365,WP_014040388.1,transcriptional regulator GfcR
ACNO8S_RS07370,WP_008309112.1,DUF5800 family protein
ACNO8S_RS07375,WP_008309110.1,thiolase domain-containing protein
ACNO8S_RS07380,WP_014040390.1,Zn-ribbon domain-containing OB-fold protein
ACNO8S_RS07385,WP_014040391.1,alpha/beta fold hydrolase
ACNO8S_RS07390,WP_420182729.1,methylmalonyl Co-A mutase-associated GTPase MeaB
ACNO8S_RS07395,WP_004961266.1,cobalamin B12-binding domain-containing protein
ACNO8S_RS07400,WP_014040394.1,glycosyltransferase family 2 protein
ACNO8S_RS07405,WP_050038083.1,DUF2304 domain-containing protein
ACNO8S_RS07410,WP_420182730.1,polysaccharide deacetylase family protein
ACNO8S_RS07415,WP_420182731.1,lysylphosphatidylglycerol synthase transmembrane domain-containing protein
ACNO8S_RS07420,WP_050038086.1,ArnT family glycosyltransferase
ACNO8S_RS07425,WP_050038087.1,glycosyltransferase
ACNO8S_RS07430,WP_050038088.1,MFS transporter
ACNO8S_RS07435,WP_004518043.1,ribbon-helix-helix domain-containing protein
ACNO8S_RS07440,WP_050038089.1,hypothetical protein
ACNO8S_RS07445,WP_014040403.1,hypothetical protein
ACNO8S_RS07450,WP_420182732.1,DUF4129 domain-containing protein
ACNO8S_RS07455,WP_151103406.1,DUF7269 family protein
ACNO8S_RS07460,WP_420182733.1,DUF58 domain-containing protein
ACNO8S_RS07465,WP_420182734.1,DUF7519 family protein
ACNO8S_RS07470,WP_420182735.1,AAA family ATPase
ACNO8S_RS07475,WP_420182736.1,DUF2237 family protein
ACNO8S_RS07480,WP_420182737.1,AAA domain-containing protein
ACNO8S_RS07485,WP_191450294.1,PH domain-containing protein
ACNO8S_RS07490,WP_004961231.1,PH domain-containing protein
ACNO8S_RS07495,WP_014040412.1,hypothetical protein
ACNO8S_RS07500,WP_420182738.1,ATP-dependent helicase
ACNO8S_RS07505,WP_420182739.1,dihydrodipicolinate synthase family protein
ACNO8S_RS07510,WP_050038099.1,ArsR/SmtB family transcription factor
ACNO8S_RS07515,WP_050038100.1,class I SAM-dependent methyltransferase
ACNO8S_RS07520,WP_023843268.1,MBL fold metallo-hydrolase
ACNO8S_RS07525,WP_050038298.1,ATP-binding protein
ACNO8S_RS07530,WP_420182740.1,mRNA surveillance protein pelota
ACNO8S_RS07535,WP_064288092.1,DUF4013 domain-containing protein
ACNO8S_RS07540,WP_151146174.1,AIR synthase family protein
ACNO8S_RS07545,WP_420182741.1,ribosome rescue protein RqcH
ACNO8S_RS07550,WP_420182742.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS07555,WP_420182743.1,hypothetical protein
ACNO8S_RS07560,WP_420182744.1,CARDB domain-containing protein
ACNO8S_RS07565,WP_014040428.1,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3
ACNO8S_RS07570,WP_014040429.1,hypothetical protein
ACNO8S_RS07575,WP_191449329.1,methyl-accepting chemotaxis protein
ACNO8S_RS07580,WP_014040431.1,cupin domain-containing protein
ACNO8S_RS07585,WP_050038109.1,DHH family phosphoesterase
ACNO8S_RS07590,WP_004592637.1,hypothetical protein
ACNO8S_RS07595,WP_420182745.1,YIP1 family protein
ACNO8S_RS07600,WP_420182746.1,NADPH-dependent FMN reductase
ACNO8S_RS07605,WP_004518074.1,hypothetical protein
ACNO8S_RS07610,WP_014040435.1,methylaspartate mutase subunit S
ACNO8S_RS07615,WP_064288103.1,GNAT family N-acetyltransferase
ACNO8S_RS07620,WP_191449331.1,sodium:calcium antiporter
ACNO8S_RS07625,WP_044952223.1,A/G-specific adenine glycosylase
ACNO8S_RS07630,WP_420182747.1,sensor histidine kinase
ACNO8S_RS07635,WP_008309033.1,hypothetical protein
ACNO8S_RS07640,WP_079980832.1,histidine kinase N-terminal 7TM domain-containing protein
ACNO8S_RS07645,WP_004518082.1,PadR family transcriptional regulator
ACNO8S_RS07650,WP_175055157.1,amphi-Trp domain-containing protein
ACNO8S_RS07655,WP_004961170.1,hypothetical protein
ACNO8S_RS07660,WP_050007612.1,DUF7117 family protein
ACNO8S_RS07665,WP_050038113.1,NUDIX hydrolase
ACNO8S_RS07670,WP_050038114.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
ACNO8S_RS07675,WP_058990820.1,hypothetical protein
ACNO8S_RS07680,WP_129755194.1,serine hydroxymethyltransferase
ACNO8S_RS07685,WP_014040447.1,hypothetical protein
ACNO8S_RS07690,WP_008309020.1,transcriptional regulator TbsP
ACNO8S_RS07695,WP_420182748.1,YcaO-like family protein
ACNO8S_RS07700,WP_420182749.1,DUF63 family protein
ACNO8S_RS07705,WP_420182750.1,inositol monophosphatase family protein
ACNO8S_RS07710,WP_420182751.1,hypothetical protein
ACNO8S_RS07715,WP_144443754.1,hypothetical protein
ACNO8S_RS07720,WP_014040453.1,glycosyltransferase family 2 protein
ACNO8S_RS07725,WP_420182752.1,hypothetical protein
ACNO8S_RS07730,WP_420182753.1,DUF58 domain-containing protein
ACNO8S_RS07735,WP_050007608.1,hypothetical protein
ACNO8S_RS07740,WP_050038121.1,hypothetical protein
ACNO8S_RS07745,WP_050038122.1,AAA family ATPase
ACNO8S_RS07750,WP_050038123.1,DUF4350 domain-containing protein
ACNO8S_RS07755,WP_014040460.1,hypothetical protein
ACNO8S_RS07760,WP_420182754.1,FtsX-like permease family protein
ACNO8S_RS07765,WP_014040462.1,ABC transporter ATP-binding protein
ACNO8S_RS07770,WP_420182755.1,sodium:phosphate symporter
ACNO8S_RS07775,WP_420182786.1,hypothetical protein
ACNO8S_RS07780,WP_014040465.1,DUF1616 domain-containing protein
ACNO8S_RS07785,WP_252718706.1,metal-dependent hydrolase
ACNO8S_RS07790,WP_420182756.1,PGF-CTERM sorting domain-containing protein
ACNO8S_RS07795,WP_064288135.1,hypothetical protein
ACNO8S_RS07805,WP_014040469.1,DUF309 domain-containing protein
ACNO8S_RS07810,WP_014040470.1,succinylglutamate desuccinylase/aspartoacylase domain-containing protein
ACNO8S_RS07815,NA,IS200/IS605 family transposase
ACNO8S_RS07820,WP_014040471.1,YbaK/EbsC family protein
ACNO8S_RS07825,WP_050038131.1,hypothetical protein
ACNO8S_RS07830,WP_420182757.1,hypothetical protein
ACNO8S_RS07835,WP_420182758.1,metal-dependent hydrolase
ACNO8S_RS07840,WP_420182759.1,antitoxin VapB family protein
ACNO8S_RS07845,WP_050007777.1,hypothetical protein
ACNO8S_RS07850,WP_420182760.1,Cdc6/Cdc18 family protein
ACNO8S_RS07855,WP_420182761.1,glycosyltransferase family 4 protein
ACNO8S_RS07860,WP_420182762.1,glycosyltransferase family 4 protein
ACNO8S_RS07865,WP_420182763.1,sulfatase
ACNO8S_RS07870,WP_420182764.1,flippase
ACNO8S_RS07875,WP_420182765.1,sulfatase-like hydrolase/transferase
ACNO8S_RS07880,WP_420182766.1,hypothetical protein
ACNO8S_RS07885,WP_420182767.1,glycosyltransferase family 2 protein
ACNO8S_RS07890,WP_420182768.1,glycosyltransferase family 4 protein
ACNO8S_RS07895,NA,IS1595 family transposase
ACNO8S_RS07900,WP_420182769.1,hypothetical protein
ACNO8S_RS07905,WP_420182770.1,UPF0179 family protein
ACNO8S_RS07910,WP_151103449.1,DUF5820 family protein
ACNO8S_RS07915,WP_014040494.1,PrkA family serine protein kinase
ACNO8S_RS07920,WP_191449344.1,PrkA family serine protein kinase
ACNO8S_RS07925,WP_146418111.1,YeaH/YhbH family protein
ACNO8S_RS07930,WP_050038142.1,SpoVR family protein
ACNO8S_RS07935,WP_014040498.1,secondary thiamine-phosphate synthase enzyme YjbQ
ACNO8S_RS07940,WP_129755219.1,AMP-dependent synthetase/ligase
ACNO8S_RS07945,WP_146418108.1,hypothetical protein
ACNO8S_RS07950,WP_008308944.1,DUF7576 family protein
ACNO8S_RS07955,WP_420182771.1,bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase
ACNO8S_RS07960,WP_420182772.1,DUF4352 domain-containing protein
ACNO8S_RS07970,WP_191449347.1,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
ACNO8S_RS07975,WP_064288166.1,acyl-CoA dehydrogenase family protein
ACNO8S_RS07980,NA,RNA-guided endonuclease InsQ/TnpB family protein
ACNO8S_RS07985,WP_420182773.1,serine O-acetyltransferase
ACNO8S_RS07990,WP_420182774.1,DNA-3-methyladenine glycosylase family protein
ACNO8S_RS07995,WP_420182775.1,RimK family alpha-L-glutamate ligase
ACNO8S_RS08000,WP_014040513.1,succinylglutamate desuccinylase/aspartoacylase family protein
ACNO8S_RS08005,WP_420182776.1,succinate dehydrogenase%2C cytochrome b556 subunit
ACNO8S_RS08010,WP_008308927.1,succinate dehydrogenase hydrophobic membrane anchor subunit
ACNO8S_RS08015,WP_129755225.1,succinate dehydrogenase/fumarate reductase iron-sulfur subunit
ACNO8S_RS08020,WP_050038155.1,hypothetical protein
ACNO8S_RS08025,WP_151146016.1,DoxX family protein
ACNO8S_RS08030,WP_420182777.1,ketopantoate reductase C-terminal domain-containing protein
ACNO8S_RS08035,WP_420182778.1,PAS domain S-box protein
ACNO8S_RS08040,WP_014040516.1,FAD-binding protein
ACNO8S_RS08045,WP_014040517.1,cupin domain-containing protein
ACNO8S_RS08055,WP_004592515.1,DUF7385 family protein
ACNO8S_RS08060,WP_420181770.1,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
ACNO8S_RS08065,WP_420181771.1,cobyrinic acid a%2Cc-diamide synthase
ACNO8S_RS08070,WP_004960990.1,diadenylate cyclase DacZ
ACNO8S_RS08075,WP_004960988.1,mechanosensitive ion channel domain-containing protein
ACNO8S_RS08080,WP_175055171.1,acyltransferase
ACNO8S_RS08085,WP_420181772.1,TrkH family potassium uptake protein
ACNO8S_RS08090,WP_050038162.1,phosphoribosylamine--glycine ligase
ACNO8S_RS08095,WP_014040523.1,hypothetical protein
ACNO8S_RS08100,WP_420181773.1,thioredoxin domain-containing protein
ACNO8S_RS08105,WP_050038165.1,thioredoxin family protein
ACNO8S_RS08110,WP_050038166.1,beta-glucosidase
ACNO8S_RS08115,WP_050038167.1,histidine kinase N-terminal 7TM domain-containing protein
ACNO8S_RS08120,WP_023843290.1,DUF5827 family protein
ACNO8S_RS08125,WP_014040529.1,ATPase
ACNO8S_RS08130,WP_014040530.1,MBL fold metallo-hydrolase
ACNO8S_RS08135,WP_023843291.1,response regulator transcription factor
ACNO8S_RS08140,WP_044951863.1,RAD55 family ATPase
ACNO8S_RS08145,WP_014040533.1,FAD-dependent thymidylate synthase
ACNO8S_RS08150,WP_155120743.1,DUF7556 family protein
ACNO8S_RS08155,WP_014040534.1,translation initiation factor IF-2 subunit beta
ACNO8S_RS08160,WP_004515550.1,hypothetical protein
ACNO8S_RS08165,WP_014040535.1,transcription initiation factor IIB
ACNO8S_RS08170,WP_023843293.1,hypothetical protein
ACNO8S_RS08175,WP_014040537.1,ArsR/SmtB family transcription factor
ACNO8S_RS08180,WP_064288182.1,fasciclin domain-containing protein
ACNO8S_RS08185,WP_014040539.1,DUF357 domain-containing protein
ACNO8S_RS08190,WP_014040540.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS08195,WP_014040541.1,DUF7545 family protein
ACNO8S_RS08200,WP_420181774.1,2%2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase
ACNO8S_RS08205,WP_023843295.1,hypothetical protein
ACNO8S_RS08210,WP_420181775.1,Single-stranded DNA binding protein
ACNO8S_RS08215,WP_420181776.1,hypothetical protein
ACNO8S_RS08220,WP_007190136.1,metallophosphoesterase
ACNO8S_RS08225,WP_004960905.1,class 1 fructose-bisphosphatase
ACNO8S_RS08230,WP_420181777.1,DEAD/DEAH box helicase
ACNO8S_RS08235,WP_050007420.1,sporulation protein
ACNO8S_RS08240,WP_044951868.1,PAS domain-containing protein
ACNO8S_RS08245,WP_129756132.1,zinc ribbon domain-containing protein
ACNO8S_RS08250,WP_420181778.1,MutS-related protein
ACNO8S_RS08255,WP_050007419.1,SRPBCC family protein
ACNO8S_RS08260,WP_050007418.1,hypothetical protein
ACNO8S_RS08265,WP_420181779.1,heavy metal translocating P-type ATPase
ACNO8S_RS08270,WP_420181780.1,sulfite exporter TauE/SafE family protein
