locus_tag,protein_id,product
ACAH01_RS06160,WP_372480578.1,ArsR/SmtB family transcription factor
ACAH01_RS06165,WP_372480579.1,pyridoxal-phosphate dependent enzyme
ACAH01_RS06170,WP_170094915.1,J domain-containing protein
ACAH01_RS06175,WP_170094914.1,proteasome assembly chaperone family protein
ACAH01_RS06180,WP_170094913.1,RNA-protein complex protein Nop10
ACAH01_RS06185,WP_372480580.1,translation initiation factor IF-2 subunit alpha
ACAH01_RS06190,WP_015763826.1,30S ribosomal protein S27e
ACAH01_RS06195,WP_153553916.1,50S ribosomal protein L44e
ACAH01_RS06200,WP_170095369.1,hypothetical protein
ACAH01_RS06205,WP_153553914.1,HAH_0734 family protein
ACAH01_RS06210,WP_372480581.1,ribonuclease HI family protein
ACAH01_RS06215,WP_372480582.1,DUF2298 domain-containing protein
ACAH01_RS06220,WP_372480583.1,glycosyltransferase
ACAH01_RS06225,WP_372480584.1,GtrA family protein
ACAH01_RS06235,WP_153553910.1,hypoxanthine/guanine phosphoribosyltransferase
ACAH01_RS06240,WP_372480585.1,hypothetical protein
ACAH01_RS06245,WP_372480586.1,hypothetical protein
ACAH01_RS06250,WP_372480587.1,type IV pilin
ACAH01_RS06255,WP_372480588.1,hypothetical protein
ACAH01_RS06260,WP_372480589.1,type IV pilin
ACAH01_RS06265,WP_372480590.1,Na(+)/H(+) antiporter subunit D
ACAH01_RS06270,WP_372480591.1,cation:proton antiporter
ACAH01_RS06275,WP_372480592.1,monovalent cation/H+ antiporter subunit D family protein
ACAH01_RS06280,WP_015763809.1,cation:proton antiporter subunit C
ACAH01_RS06285,WP_015763808.1,Na(+)/H(+) antiporter subunit B
ACAH01_RS06290,WP_170094900.1,DUF4040 domain-containing protein
ACAH01_RS06295,WP_170094899.1,monovalent cation/H(+) antiporter subunit G
ACAH01_RS06300,WP_153553898.1,cation:proton antiporter
ACAH01_RS06305,WP_372480593.1,monovalent cation/H+ antiporter subunit E
ACAH01_RS06310,WP_372480594.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
ACAH01_RS06315,WP_372480595.1,hypothetical protein
ACAH01_RS06320,WP_372480596.1,DUF58 domain-containing protein
ACAH01_RS06325,WP_170094894.1,hypothetical protein
ACAH01_RS06330,WP_372480597.1,DUF4129 domain-containing protein
ACAH01_RS06335,WP_372480598.1,M48 family metalloprotease
ACAH01_RS06340,WP_346775259.1,SRPBCC family protein
ACAH01_RS06345,WP_372480599.1,halocyanin domain-containing protein
ACAH01_RS06350,WP_372480600.1,hypothetical protein
ACAH01_RS06355,WP_153553892.1,hypothetical protein
ACAH01_RS06360,WP_372480601.1,hypothetical protein
ACAH01_RS06365,WP_372480602.1,molecular chaperone DnaJ
ACAH01_RS06370,WP_372480603.1,type IV pilin
ACAH01_RS06375,WP_372480604.1,aldo/keto reductase
ACAH01_RS06380,WP_372480605.1,hypothetical protein
ACAH01_RS06385,WP_170094878.1,molecular chaperone DnaK
ACAH01_RS06390,WP_170094876.1,nucleotide exchange factor GrpE
ACAH01_RS06395,WP_372480606.1,S8 family serine peptidase
ACAH01_RS06400,WP_372480607.1,DEAD/DEAH box helicase
ACAH01_RS06405,WP_372480608.1,DUF790 family protein
ACAH01_RS06410,WP_372480609.1,hypothetical protein
ACAH01_RS06415,WP_372480610.1,RsmB/NOP family class I SAM-dependent RNA methyltransferase
ACAH01_RS06420,WP_170094852.1,proteasome assembly chaperone family protein
ACAH01_RS06425,WP_170094850.1,signal peptide peptidase SppA
ACAH01_RS06430,WP_170094849.1,DUF373 family protein
ACAH01_RS06435,WP_372480611.1,universal stress protein
ACAH01_RS06440,WP_372480612.1,diphthine--ammonia ligase
ACAH01_RS06445,WP_372480613.1,hypothetical protein
ACAH01_RS06450,WP_372480614.1,metallophosphoesterase
ACAH01_RS06455,WP_018258172.1,hypothetical protein
ACAH01_RS06460,WP_372480615.1,pyridoxal phosphate-dependent aminotransferase
ACAH01_RS06465,WP_372480616.1,hypothetical protein
ACAH01_RS06470,WP_372480617.1,spondin domain-containing protein
ACAH01_RS06475,WP_015763765.1,winged helix-turn-helix domain-containing protein
ACAH01_RS06480,WP_015763764.1,hypothetical protein
ACAH01_RS06485,WP_372480618.1,hypothetical protein
ACAH01_RS06490,WP_372480619.1,UbiA family prenyltransferase
ACAH01_RS06495,WP_372480620.1,redox-regulated ATPase YchF
ACAH01_RS06500,WP_372480796.1,PAS domain S-box protein
ACAH01_RS06505,WP_372480621.1,polymer-forming cytoskeletal protein
ACAH01_RS06510,WP_015763758.1,DUF5800 family protein
ACAH01_RS06515,WP_372480622.1,beta-ketoacyl synthase N-terminal-like domain-containing protein
ACAH01_RS06520,WP_277347283.1,hypothetical protein
ACAH01_RS06525,WP_170094833.1,Zn-ribbon domain-containing OB-fold protein
ACAH01_RS06530,WP_170094831.1,alpha/beta fold hydrolase
ACAH01_RS06535,WP_372480623.1,methylmalonyl Co-A mutase-associated GTPase MeaB
ACAH01_RS06540,WP_153553851.1,cobalamin B12-binding domain-containing protein
ACAH01_RS06545,WP_170094829.1,DUF420 domain-containing protein
ACAH01_RS06550,WP_372480624.1,ABC transporter permease
ACAH01_RS06555,WP_372480625.1,ABC transporter ATP-binding protein
ACAH01_RS06560,WP_153553847.1,Rdx family protein
ACAH01_RS06565,WP_372480626.1,sensor domain-containing protein
ACAH01_RS06570,WP_372480627.1,hypothetical protein
ACAH01_RS06575,WP_372480628.1,heme o synthase
ACAH01_RS06580,WP_170094815.1,cytochrome c oxidase subunit II
ACAH01_RS06585,WP_170094813.1,MaoC family dehydratase
ACAH01_RS06590,WP_244256725.1,hypothetical protein
ACAH01_RS06595,WP_372480629.1,CAP domain-containing protein
ACAH01_RS06600,WP_372480630.1,ATP-binding cassette domain-containing protein
ACAH01_RS06605,WP_372480631.1,vitamin B12 ABC transporter permease BtuC
ACAH01_RS06610,WP_372480632.1,PGF-CTERM-anchored ABC transporter substrate-binding protein
ACAH01_RS06615,WP_170094803.1,signal recognition particle subunit SRP19
ACAH01_RS06620,WP_170094801.1,H/ACA ribonucleoprotein complex subunit GAR1
ACAH01_RS06625,WP_170094799.1,presenilin family intramembrane aspartyl protease PSH
ACAH01_RS06630,WP_170094798.1,ornithine cyclodeaminase family protein
ACAH01_RS06635,WP_372480633.1,hypothetical protein
ACAH01_RS06640,WP_015763732.1,hypothetical protein
ACAH01_RS06645,WP_240936975.1,DUF3054 domain-containing protein
ACAH01_RS06650,WP_372480634.1,methyltransferase domain-containing protein
ACAH01_RS06655,WP_372480635.1,rubrerythrin-like domain-containing protein
ACAH01_RS06660,WP_372480636.1,GNAT family N-acetyltransferase
ACAH01_RS06665,WP_372480637.1,hypothetical protein
ACAH01_RS06670,WP_372480638.1,flap endonuclease-1
ACAH01_RS06675,WP_372480639.1,HalOD1 output domain-containing protein
ACAH01_RS06680,WP_372480640.1,cupin domain-containing protein
ACAH01_RS06685,WP_372480641.1,class II fumarate hydratase
ACAH01_RS06690,WP_372480642.1,hypothetical protein
ACAH01_RS06695,WP_170094778.1,Glu-tRNA(Gln) amidotransferase subunit GatE
ACAH01_RS06700,WP_170094776.1,DICT sensory domain-containing protein
ACAH01_RS06705,WP_208626332.1,RNA methyltransferase
ACAH01_RS06710,WP_170094772.1,hypothetical protein
ACAH01_RS06715,WP_372480643.1,zinc-ribbon domain-containing protein
ACAH01_RS06720,WP_372480644.1,dihydropteroate synthase
ACAH01_RS06725,WP_372480645.1,6-hydroxymethylpterin diphosphokinase MptE-like protein
ACAH01_RS06730,WP_372480646.1,TIGR04024 family LLM class F420-dependent oxidoreductase
ACAH01_RS06735,WP_372480647.1,SDR family NAD(P)-dependent oxidoreductase
ACAH01_RS06740,WP_372480648.1,type III ribulose-bisphosphate carboxylase
ACAH01_RS06745,WP_372480649.1,phosphotransferase family protein
ACAH01_RS06750,WP_372480650.1,carbohydrate kinase family protein
ACAH01_RS06755,WP_372480651.1,hypothetical protein
ACAH01_RS06760,WP_372480652.1,hypothetical protein
ACAH01_RS06765,WP_372480653.1,hypothetical protein
ACAH01_RS06770,WP_372480654.1,ribose 1%2C5-bisphosphate isomerase
ACAH01_RS06775,WP_372480655.1,HTH domain-containing protein
ACAH01_RS06780,WP_372480656.1,NAD(P)-dependent oxidoreductase
ACAH01_RS06785,WP_153553809.1,metal-dependent hydrolase
ACAH01_RS06790,WP_170094742.1,hypothetical protein
ACAH01_RS06795,WP_372480657.1,glycosyltransferase family 4 protein
ACAH01_RS06800,WP_372480658.1,glycosyltransferase
ACAH01_RS06805,WP_372480659.1,oligosaccharide flippase family protein
ACAH01_RS06810,WP_372480660.1,sulfatase-like hydrolase/transferase
ACAH01_RS06815,WP_372480661.1,glycosyltransferase family 4 protein
ACAH01_RS06820,WP_372480662.1,glucosyl-dolichyl phosphate glucuronosyltransferase
ACAH01_RS06825,WP_372480663.1,oligosaccharyl transferase%2C archaeosortase A system-associated
ACAH01_RS06830,WP_015763698.1,HEWD family protein
ACAH01_RS06835,WP_372480664.1,hypothetical protein
ACAH01_RS06840,WP_015763696.1,PadR family transcriptional regulator
ACAH01_RS06845,WP_372480665.1,TraB/GumN family protein
ACAH01_RS06850,WP_372480666.1,metalloprotease
ACAH01_RS06855,WP_372480667.1,phosphoribosylformylglycinamidine cyclo-ligase
ACAH01_RS06860,WP_170094720.1,hypothetical protein
ACAH01_RS06865,WP_170094718.1,CBS domain-containing protein
ACAH01_RS06870,WP_015763690.1,DUF555 domain-containing protein
ACAH01_RS06875,WP_170094717.1,hypothetical protein
ACAH01_RS06880,WP_372480668.1,phosphopentomutase/phosphoglucosamine mutase
ACAH01_RS06885,WP_170094713.1,cytidine deaminase
ACAH01_RS06890,WP_170094711.1,nucleoside phosphorylase
ACAH01_RS06895,WP_170094709.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS06900,WP_372480669.1,S8 family serine peptidase
ACAH01_RS06905,WP_018258255.1,HTH domain-containing protein
ACAH01_RS06910,WP_372480670.1,arginase
ACAH01_RS06915,WP_372480671.1,AGE family epimerase/isomerase
ACAH01_RS06920,WP_372480672.1,DNA gyrase subunit A
ACAH01_RS06925,WP_170094697.1,DNA topoisomerase (ATP-hydrolyzing) subunit B
ACAH01_RS06930,WP_372480673.1,methyl-accepting chemotaxis protein
ACAH01_RS06935,WP_372480674.1,DNA topoisomerase VI subunit B
ACAH01_RS06940,WP_015763675.1,DNA topoisomerase IV subunit A
ACAH01_RS06945,WP_372480675.1,hypothetical protein
ACAH01_RS06950,WP_208626234.1,DJ-1/PfpI family protein
ACAH01_RS06955,WP_372480676.1,hypothetical protein
ACAH01_RS06960,WP_372480677.1,hypothetical protein
ACAH01_RS06965,WP_372480678.1,MBL fold metallo-hydrolase
ACAH01_RS06970,WP_372480679.1,ATP-dependent DNA ligase LigA
ACAH01_RS06975,WP_372480680.1,type II secretion system F family protein
ACAH01_RS06980,WP_170094681.1,type II/IV secretion system ATPase subunit
ACAH01_RS06985,WP_372480681.1,hypothetical protein
ACAH01_RS06990,WP_170094677.1,DUF5793 family protein
ACAH01_RS06995,WP_372480682.1,NAD-dependent protein deacylase
ACAH01_RS07000,WP_372480683.1,hypothetical protein
ACAH01_RS07005,WP_153553772.1,ADP-forming succinate--CoA ligase subunit beta
ACAH01_RS07010,WP_018258275.1,succinate--CoA ligase subunit alpha
ACAH01_RS07015,WP_372480684.1,hypothetical protein
ACAH01_RS07020,WP_153553770.1,transcriptional regulator
ACAH01_RS07025,WP_170094667.1,SRPBCC family protein
ACAH01_RS07030,WP_170094665.1,ABC transporter ATP-binding protein
ACAH01_RS07035,WP_372480685.1,ABC transporter permease
ACAH01_RS07040,WP_372480686.1,ABC transporter permease
ACAH01_RS07045,WP_372480687.1,aldo/keto reductase
ACAH01_RS07050,WP_372480688.1,hypothetical protein
ACAH01_RS07055,WP_372480689.1,YqjF family protein
ACAH01_RS07060,WP_372480690.1,YqjF family protein
ACAH01_RS07065,WP_372480691.1,ABC transporter ATP-binding protein
ACAH01_RS07070,WP_372480692.1,hypothetical protein
ACAH01_RS07075,WP_372480693.1,response regulator
ACAH01_RS07080,WP_372480694.1,HAD-IIA family hydrolase
ACAH01_RS07085,WP_372480695.1,DJ-1/PfpI family protein
ACAH01_RS07090,WP_153553756.1,MTH865 family protein
ACAH01_RS07095,WP_153553755.1,hypothetical protein
ACAH01_RS07100,WP_170094642.1,metal-dependent transcriptional regulator
ACAH01_RS07105,WP_153553753.1,AsnC family transcriptional regulator
ACAH01_RS07110,WP_372480696.1,heavy metal translocating P-type ATPase
ACAH01_RS07115,WP_372480697.1,ABC1 kinase family protein
ACAH01_RS07120,WP_372480797.1,cryptochrome/photolyase family protein
ACAH01_RS07125,WP_372480698.1,halocyanin domain-containing protein
ACAH01_RS07130,WP_372480699.1,hypothetical protein
ACAH01_RS07135,WP_153553746.1,helix-turn-helix domain-containing protein
ACAH01_RS07140,WP_372480700.1,halocyanin domain-containing protein
ACAH01_RS07150,WP_015763632.1,twin-arginine translocase TatA/TatE family subunit
ACAH01_RS07155,WP_372480701.1,redoxin domain-containing protein
ACAH01_RS07160,WP_372480702.1,SDR family oxidoreductase
ACAH01_RS07165,WP_372480703.1,methyl-accepting chemotaxis protein
ACAH01_RS07170,WP_170094627.1,bacteriorhodopsin
ACAH01_RS07175,WP_015763627.1,transcription initiation factor IIB family protein
ACAH01_RS07180,WP_372480704.1,3-hydroxyacyl-CoA dehydrogenase family protein
ACAH01_RS07185,WP_372480705.1,DUF2391 domain-containing protein
ACAH01_RS07190,WP_015763624.1,HVO_2753 family zinc finger protein
ACAH01_RS07195,WP_015763623.1,elongation factor 1-beta
ACAH01_RS07200,WP_015763622.1,50S ribosomal protein L21e
ACAH01_RS07205,WP_170094621.1,RNA polymerase Rpb4 family protein
ACAH01_RS07210,WP_208626143.1,DUF655 domain-containing protein
ACAH01_RS07215,WP_372480706.1,16S ribosomal RNA methyltransferase A
ACAH01_RS07220,WP_372480707.1,HemK2/MTQ2 family protein methyltransferase
ACAH01_RS07225,WP_372480708.1,hypothetical protein
ACAH01_RS07230,WP_372480709.1,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ACAH01_RS07235,WP_153553731.1,methionine synthase
ACAH01_RS07240,WP_170094616.1,OsmC family protein
ACAH01_RS07245,WP_372480710.1,FIST signal transduction protein
ACAH01_RS07250,WP_170094614.1,DUF5799 family protein
ACAH01_RS07255,WP_170094613.1,class I fructose-bisphosphate aldolase
ACAH01_RS07260,WP_372480711.1,PfkB family carbohydrate kinase
ACAH01_RS07265,WP_372480712.1,1-phosphofructokinase
ACAH01_RS07270,WP_170094610.1,HTH-type transcriptional regulator GlpR
ACAH01_RS07275,WP_170094609.1,isocitrate/isopropylmalate dehydrogenase family protein
ACAH01_RS07280,WP_372480713.1,hypothetical protein
ACAH01_RS07285,WP_372480714.1,3-isopropylmalate dehydratase small subunit
ACAH01_RS07290,WP_372480715.1,3-isopropylmalate dehydratase large subunit
ACAH01_RS07295,WP_153553720.1,hypothetical protein
ACAH01_RS07300,WP_153553719.1,ketol-acid reductoisomerase
ACAH01_RS07305,WP_170094604.1,acetolactate synthase small subunit
ACAH01_RS07310,WP_372480716.1,biosynthetic-type acetolactate synthase large subunit
ACAH01_RS07315,WP_194286989.1,LeuA family protein
ACAH01_RS07320,WP_153553715.1,DUF5779 family protein
ACAH01_RS07325,WP_372480717.1,VOC family protein
ACAH01_RS07330,WP_372480718.1,hypothetical protein
ACAH01_RS07335,WP_170094600.1,hypothetical protein
ACAH01_RS07340,WP_015763592.1,ribbon-helix-helix domain-containing protein
ACAH01_RS07345,WP_170094599.1,hypothetical protein
ACAH01_RS07350,WP_372480719.1,M24 family metallopeptidase
ACAH01_RS07355,WP_372480720.1,3-phosphoshikimate 1-carboxyvinyltransferase
ACAH01_RS07360,WP_372480721.1,chorismate synthase
ACAH01_RS07365,WP_372480722.1,uracil-DNA glycosylase family protein
ACAH01_RS07370,WP_372480723.1,CBS domain-containing protein
ACAH01_RS07375,WP_170094593.1,hypothetical protein
ACAH01_RS07380,WP_372480724.1,lactonase family protein
ACAH01_RS07390,WP_372480725.1,CARDB domain-containing protein
ACAH01_RS07395,WP_170094590.1,DUF5785 family protein
ACAH01_RS07400,WP_170094589.1,hypothetical protein
ACAH01_RS07405,WP_153553697.1,GTP cyclohydrolase III
ACAH01_RS07410,WP_153553696.1,CBS domain-containing protein
ACAH01_RS07415,WP_372480726.1,GNAT family N-acetyltransferase
ACAH01_RS07425,WP_170094586.1,PRC-barrel domain-containing protein
ACAH01_RS07430,WP_372480727.1,hypothetical protein
ACAH01_RS07435,WP_372480728.1,ATP-binding protein
ACAH01_RS07440,WP_170094584.1,peptide-methionine (R)-S-oxide reductase MsrB
ACAH01_RS07445,WP_170094583.1,hypothetical protein
ACAH01_RS07450,WP_372480729.1,glutaredoxin family protein
ACAH01_RS07455,WP_170094582.1,nucleoside-diphosphate kinase
ACAH01_RS07460,WP_170094581.1,50S ribosomal protein L24e
ACAH01_RS07465,WP_015763570.1,30S ribosomal protein S28e
ACAH01_RS07470,WP_015763569.1,50S ribosomal protein L7Ae
ACAH01_RS07475,WP_372480730.1,tRNA(Met) cytidine acetyltransferase TmcA
ACAH01_RS07480,WP_153553687.1,DUF456 domain-containing protein
ACAH01_RS07485,WP_208626051.1,hypothetical protein
ACAH01_RS07490,WP_372480731.1,N-acetyltransferase family protein
ACAH01_RS07495,WP_372480732.1,hypothetical protein
ACAH01_RS07500,WP_372480733.1,FAD-dependent monooxygenase
ACAH01_RS07505,WP_372480734.1,electron transfer flavoprotein subunit alpha/FixB family protein
ACAH01_RS07510,WP_372480735.1,electron transfer flavoprotein subunit beta/FixA family protein
ACAH01_RS07515,WP_015763560.1,ferredoxin family protein
ACAH01_RS07520,WP_372480736.1,alpha/beta hydrolase fold domain-containing protein
ACAH01_RS07525,WP_170094571.1,hypothetical protein
ACAH01_RS07530,WP_372480737.1,glutamate--tRNA ligase
ACAH01_RS07535,WP_372480738.1,geranylfarnesyl diphosphate synthase
ACAH01_RS07540,WP_372480739.1,RNase J family beta-CASP ribonuclease
ACAH01_RS07545,WP_372480740.1,hypothetical protein
ACAH01_RS07550,WP_372480741.1,isopentenyl phosphate kinase
ACAH01_RS07555,WP_372480742.1,mevalonate kinase
ACAH01_RS07560,WP_170094564.1,cytochrome P450
ACAH01_RS07565,WP_372480743.1,DUF5518 domain-containing protein
ACAH01_RS07570,WP_208626016.1,DUF5518 domain-containing protein
ACAH01_RS07575,WP_015763547.1,30S ribosomal protein S2
ACAH01_RS07580,WP_372480744.1,phosphopyruvate hydratase
ACAH01_RS07585,WP_153553670.1,DNA-directed RNA polymerase subunit K
ACAH01_RS07590,WP_015763544.1,DNA-directed RNA polymerase subunit N
ACAH01_RS07595,WP_015763543.1,30S ribosomal protein S9
ACAH01_RS07600,WP_170094559.1,50S ribosomal protein L13
ACAH01_RS07605,WP_015763541.1,50S ribosomal protein L18e
ACAH01_RS07615,WP_372480745.1,DNA-directed RNA polymerase subunit D
ACAH01_RS07620,WP_015763539.1,30S ribosomal protein S11
ACAH01_RS07625,WP_153553667.1,30S ribosomal protein S4
ACAH01_RS07630,WP_015763537.1,30S ribosomal protein S13
ACAH01_RS07640,WP_372480746.1,hypothetical protein
ACAH01_RS07645,WP_170094556.1,Mrp/NBP35 family ATP-binding protein
ACAH01_RS07650,WP_372480798.1,YqaA family protein
ACAH01_RS07655,WP_372480799.1,GtrA family protein
ACAH01_RS07660,WP_170094554.1,zinc ribbon domain-containing protein
ACAH01_RS07665,WP_018258376.1,30S ribosomal protein S17e
ACAH01_RS07670,WP_372480747.1,DUF447 domain-containing protein
ACAH01_RS07675,WP_208625990.1,triphosphoribosyl-dephospho-CoA synthase
ACAH01_RS07680,WP_372480800.1,tRNA-dihydrouridine synthase
ACAH01_RS07685,WP_372480748.1,2-phospho-L-lactate transferase
ACAH01_RS07690,WP_170094550.1,dual specificity protein phosphatase family protein
ACAH01_RS07695,WP_170094549.1,HD domain-containing protein
ACAH01_RS07700,WP_372480749.1,amidohydrolase family protein
ACAH01_RS07705,WP_372480750.1,universal stress protein
ACAH01_RS07710,WP_372480751.1,biotin--[acetyl-CoA-carboxylase] ligase
ACAH01_RS07715,WP_372480752.1,acetyl-CoA carboxylase biotin carboxylase subunit
ACAH01_RS07720,WP_372480753.1,ABC transporter substrate-binding protein
ACAH01_RS07725,WP_170094543.1,acyl-CoA carboxylase subunit beta
ACAH01_RS07730,WP_372480754.1,FAD-dependent oxidoreductase
ACAH01_RS07735,WP_372480755.1,uracil-DNA glycosylase family protein
ACAH01_RS07740,WP_372480756.1,sodium-dependent transporter
ACAH01_RS07745,WP_018258393.1,hypothetical protein
ACAH01_RS07750,WP_372480757.1,HD domain-containing protein
ACAH01_RS07755,WP_372480758.1,hypothetical protein
ACAH01_RS07765,WP_372480759.1,class I SAM-dependent methyltransferase
ACAH01_RS07770,WP_170094534.1,tyrosine--tRNA ligase
ACAH01_RS07775,WP_170094533.1,hypothetical protein
ACAH01_RS07780,WP_372480760.1,aspartate-semialdehyde dehydrogenase
ACAH01_RS07785,WP_170094531.1,hypothetical protein
ACAH01_RS07790,WP_372480761.1,D-2-hydroxyacid dehydrogenase
ACAH01_RS07795,WP_372480762.1,response regulator
ACAH01_RS07800,WP_170094528.1,NAD(P)/FAD-dependent oxidoreductase
